pore_number,pore_N,Canonical_STRONGs,formation_time,formation_probability,formation_energy
7058,17,AAFFFZFZFAAFZFFFZFFZFAAFFFZFZFZFZFFF,195.48,0.0001,1119.00
7059,17,AAFFAAFFFAAFFFZFAAFFZFFFZFAAFZFFZFFF,183.7,0.0001,1024.77
7060,17,AAFFFZFFZFZFZFZFFFSFFZFZFFFACAFFFZF,194.56,0.0001,1088.02
7061,17,AAFZFFFZFZFFFACAFFZFZFFFZFZFZFZFFFZF,186.78,0.0001,1136.23
7062,17,AAFFFZFFAAFZFFFZFZFFAAFZFFFZFZFFFSF,182.32,0.0001,1066.33
7063,17,AAFFAAFFFAAFZFFFZFFZFAAFZFFZFFZFZFFF,181.64,0.0002,1063.58
7064,17,AAFFFAAFZFFFZFZFFAAFFFZFSFFZFZFFFZF,192.02,0.0001,1073.66
7065,17,AAFFAAFFFSFFZFFZFFAAFZFFZFFAAFFFZFF,194.89,0.0001,1012.97
7066,17,AAFFAAFFFZFFZFAAFFFSFFZFFZFAAFFFZFF,191.8,0.0001,1017.72
7067,17,AAFFFZFFZFZFAAFFZFFFZFZFZFZFFZFFFSF,194.41,0.0001,1104.86
7068,17,AAFFFZFFZFZFZFFZFAAFFFZFZFFFZFAAFZFF,188.13,0.0001,1110.77
7069,17,AAFFFAAFFZFFFAAFFFSFZFZFFZFZFFFZFZF,192.15,0.0001,1066.99
7070,17,AAFFFZFFAAFFZFZFZFFZFFFZFACAFFFZFZFF,192.12,0.0001,1087.81
7071,17,AAFFFZFZFZFZFFFZFFACAFFZFFFSFFZFZFF,188.13,0.0001,1089.01
7072,17,AAFFAAFFFAAFFFZFAAFFFZFFAAFZFZFFFZFF,194.3,0.0001,1029.67
7073,17,AAFAAFFFSFFZFFZFZFFZFZFFAAFFZFFZFFF,187.22,0.0001,1059.99
7074,17,AAFFFAAFFZFFZFAAFFZFFFZFZFFACCAFFFZFFZFF,195.92,0.0001,1175.31
7075,17,AAFFAAFFFZFFZFZFAAFFZFFFZFZFAAFFFZFF,194.03,0.0001,1068.08
7076,17,AAFFFZFFASFZFZFFFZFZFZFFZFZFZFFFZF,183.95,0.0001,1106.25
7077,17,AAFFFSFZFFZFZFFZFFFACAFFZFFAAFFFZFF,187.35,0.0001,1025.97
7078,17,AAFFFZFAAFFZFFFAAFFZFFZFSFFZFZFFFZF,188.56,0.0001,1065.05
7079,17,AAFFAAFFFZFZFFFAAFZFFZFFSFFZFZFFFZF,193.33,0.0001,1064.33
7080,17,AAFFFZFAAFFFZFZFFAAFFZFFZFFFACAFZFFF,187.92,0.0001,1044.68
7081,17,AAFFFAAFFZFZFFZFFZFZFFFACAFZFFZFFFZF,191.19,0.0001,1083.68
7082,17,AAFFAAFFZFFFZFZFZFFAAFZFFFAAFFFZFZFF,190.19,0.0001,1073.12
7083,17,AAFFFAAFFZFFZFFAAFZFFFZFFACAFFZFFFZF,189.72,0.0001,1034.73
7084,17,AAFFFZFAAFFFZFFZFAAFFZFFZFFFSZFFFZF,196.14,0.0001,1060.97
7085,17,AAFFFAAFFFZFAAFFFAAFFZFFFAAFFSFFZFF,196.46,0.0001,980.93
7086,17,AAFFZFFFZFZFAAFFZFZFFFZFZFFSFFZFZFF,192.82,0.0001,1109.25
7087,17,AAFFFZFFAAFFZFFFSZFZFFFZFFAAFFZFZFF,195.96,0.0001,1064.24
7088,17,AAFFASFZFFZFFZFFAAFFZFFZFZFZFFZFFF,185.41,0.0001,1032.45
7089,17,AAFFFSFZFFFZFZFAAFFFZFFAAFFZFZFFFZF,195.77,0.0001,1065.31
7090,17,AAFAAFFFZFFZFZFFZFZFZFFFSFFAAFFFZFF,198.02,0.0001,1067.26
7091,17,AAFFFZFZFFFACCAFFFZFFZFFAAFFZFFZFZFF,193.54,0.0001,1055.88
7092,17,AAFFFZFFAAFFZFFSFFZFFZFFACAFFFZFFZF,191.4,0.0001,1025.06
7093,17,AAFFAAFFFAAFFFAAFFFSFFZFFAAFZFFZFFF,193.9,0.0001,981.18
7094,17,AAFFFACAFFFZFZFFZFZFFZFFFSFAAFFZFFF,186.26,0.0001,1035.58
7095,17,AAFFFZFAAFFZFFFACAFFFZFFZFZFAAFFFZFF,197.01,0.0001,1041.48
7096,17,AAFFZFFZFZFFFZFASFZFFZFFZFZFZFFFZF,192.13,0.0001,1076.09
7097,17,AAFFFSFFAAFFZFFFZFAAFFZFZFFZFZFFFZF,196.75,0.0001,1066.95
7098,17,AAFFASFFZFZFFZFFZFFAAFZFFZFFZFZFFF,184.35,0.0001,1037.38
7099,17,AAFFFZFAAFFZFZFFFZFZFFAAFZFFFSFFZFF,192.69,0.0001,1068.53
7100,17,AAFFFAAFFZFZFFZFZFFFZFZFAAFZFFZFFFZF,183.93,0.0001,1112.05
7101,17,AAFFFZFFZFFACAFFZFFZFFZFZFFZFFSFFZF,183.97,0.0001,1061.87
7102,17,AAFFFZFFZFAAFFZFFZFZFFFZFACAFFFZFFZF,190,0.0001,1080.88
7103,17,FFSFZFFZFFZFFZFZFZFZFFZFFZFFZFZ,179.82,0.0001,992.10
7104,17,AAFFFAAFFFAAFFFACAFFFZFFZFZFZFFFSFF,192.35,0.0001,1006.22
7105,17,FFSZFFZFFZFFZFZFFZFZFZFFZFFZFFZ,178.13,0.0001,983.01
7106,17,AAFFFACAFFFZFFAAFFFZFZFZFZFFZFFFSFF,184.91,0.0001,1043.70
7107,17,AAFFFZFAAFZFFZFZFFFZFZFZFFZFAAFFZFFF,189.8,0.0001,1112.08
7108,17,AAFFFZFAAFFFZFZFFAAFFZFFFZFACAFFFZFF,185.8,0.0001,1045.95
7109,17,AAFFFSFFACAFFFZFZFFFAAFFZFFAAFZFZFFFZFF,191.81,0.0001,1163.63
7110,17,AAFFZFFZFFZFZFFFACCAFFFZFFZFZFFZFFZF,187.98,0.0001,1092.30
7111,17,AAFFFAAFFFZFFAAFZFFZFFFSZFFFZFZFFZF,190.43,0.0001,1063.81
7112,17,AAFAAFFFZFFAAFFZFFFAAFZFFAAFFFZFZFFF,191.84,0.0001,1028.67
7113,17,AAFFFAAFFZFZFFFZFAAFFFZFAAFZFFFZFFZF,191.86,0.0001,1070.09
7114,17,AAFFFAAFFFACAFFFZFFZFFACAFFFZFZFFZFF,188.52,0.0001,1012.45
7115,17,AAFFFZFFAAFFZFFAAFFZFFFZFACAFFFZFFZF,186.52,0.0001,1036.93
7116,17,AAFFFAAFFFZFFAAFZFFZFZFFZFFFACAFFFZF,191.77,0.0001,1041.10
7117,17,AAFFFSFFZFFAAFZFZFFFZFFAAFFZFZFZFFF,188.72,0.0001,1069.82
7118,17,AAFFFZFFZFFAAFSFFZFFZFFZFZFFZFZFFZF,191.09,0.0001,1093.27
7119,17,AAFFFSFFZFFZFFACAFFFZFFAAFFZFFZFFZF,188.06,0.0001,1024.18
7120,17,AAFFFZFFAAFZFFZFFFSFZFFFACAFFFZFZFF,186.51,0.0001,1031.41
7121,17,AAFFFSZFFFZFFZFZFZFFAAFFZFFFAAFFZFF,191.37,0.0001,1062.02
7122,17,AAFFFZFFAAFZFFZFFFAAFFZFAAFFZFFFZFZF,195.37,0.0001,1064.26
7123,17,AAFFAAFFFAAFFFZFFAAFFAAFFZFFZFZFFFZF,184.94,0.0001,1025.01
7124,17,AAFFFZFAAFFFZFZFFZFZFFFASFZFZFFFZF,188.13,0.0001,1053.18
7125,17,AAFFFZFZFFFSFSFFZFZFFFZFZFZFZFFZFF,183.86,0.0001,1089.07
7126,17,AAFFFZFZFZFZFFFSFFZFFZFZFAAFFZFFFZF,191.52,0.0001,1113.20
7127,17,AAFFFZFAAFFZFZFFFAAFFZFFZFFACAFFZFFF,183.85,0.0001,1037.80
7128,17,AAFFFZFAAFFZFZFFZFZFFFZFZFZFAAFFZFFF,182.75,0.0001,1116.69
7129,17,AAFFFSFZFFAAFFFZFFAAFZFFFZFAAFFZFFF,191.5,0.0001,1016.66
7130,17,AAFFFAAFFZFFFASFZFFZFFZFACAFFFZFFZFFZF,188.73,0.0001,1129.66
7131,17,ACAFFFZFFZFZFZFZFFFZFFACAFFZFFZFFZFF,191.86,0.0001,1040.83
7132,17,AAFFFZFAAFFFZFFACAFFFZFZFFFZFACAFFZFFFZF,197.58,0.0001,1120.86
7133,17,AAFAAFFFZFFZFFZFAAFZFFZFFZFFZFZFZFFF,194.94,0.0001,1091.48
7134,17,AAFFFSFFZFZFZFFZFFFACAFFFZFAAFFFZFF,197.23,0.0001,1041.11
7135,17,AAFFFAAFFFZFZFFSFFAAFFZFFFZFAAFFZFF,180.96,0.0001,1020.63
7136,17,AAFFFAAFFFZFAAFFFZFFASFZFFZFFZFZFF,191.97,0.0001,998.98
7137,17,AAFFAAFFFZFFZFAAFZFFFZFFSFFZFZFZFFF,188.96,0.0001,1063.03
7138,17,AAFFAAFFFSZFFFZFFZFZFZFFZFZFZFFZFFF,192.4,0.0001,1107.66
7139,17,AAFFFZFFAAFZFFZFFFSZFFFZFFAAFZFFZFF,191.5,0.0001,1055.32
7140,17,AAFFFZFZFFFAAFZFFAAFFFZFZFFFACAFFFZF,193.37,0.0001,1049.56
7141,17,AAFFFZFFACAFFFZFZFFFSFFZFAAFFFZFZFF,189.43,0.0001,1043.22
7142,17,AAFFAAFFFZFFAAFZFFFZFZFFAAFZFFZFFFZF,188.99,0.0001,1066.59
7143,17,AAFFFZFAAFZFFFZFFZFZFZFZFFAAFFFZFFZF,195.54,0.0001,1111.36
7144,17,AAFFAAFFFZFFAAFFFZFAAFFZFZFFFAAFFFZF,184.75,0.0001,1029.87
7145,17,AAFFFSFFZFFAAFZFFFAAFFFZFZFAAFFFZFF,192.54,0.0001,1025.91
7146,17,AAFFZFFFZFAAFFZFZFZFFFZFFACAFFFZFZFF,187.33,0.0001,1085.15
7147,17,AAFFZFFASFFZFFZFFAAFFZFZFFZFZFFFZF,188.35,0.0001,1039.91
7148,17,AAFFFZFAAFZFFFAAFFFZFFSFFSFFZFAAFFFZFF,193.3,0.0001,1139.72
7149,17,AAFFZFFFACAFFZFZFFFZFFAAFZFZFFZFFZFF,187.96,0.0001,1075.44
7150,17,AAFFFAAFZFFZFFFZFZFAAFFZFZFFZFFZFFZF,187.42,0.0001,1103.14
7151,17,AAFZFFFZFZFFZFFFSZFFZFZFZFFFZFZFFZF,195.99,0.0001,1143.66
7152,17,AAFFFZFFZFAAFZFZFFFZFFZFZFZFSFFZFFZFFZF,197.66,0.0001,1259.96
7153,18,AAFFFZFZFZFZFFFZFZFZFFZFZFFZFF,183.16,0.0153,955.40
7154,18,AAFFFZFZFFAAFFFZFZFZFFZFFZFZFF,187.02,0.0195,908.14
7155,18,AAFFFAAFFFZFZFZFZFFZFFFACAFFFZFZFF,196.58,0.0004,1010.03
7156,18,AAFFZFFZFFZFZFFZFZFZFFZFFZFFZF,187.89,0.0075,939.81
7157,18,AAFFFZFZFFZFZFZFFFAAFFZFFZFZFF,191.92,0.02,913.54
7158,18,AAFFFZFFAAFZFFZFFZFFSFFZFFAAFFZFF,186.26,0.0005,966.48
7159,18,AAFFFAAFFFZFZFZFFFSFZFFZFFAAFFFZF,195.42,0.0008,981.77
7160,18,AAFFFAAFFFZFZFZFFZFZFFZFFZFZFF,190.56,0.0198,907.54
7161,18,AAFFFZFFSFFZFFAAFFZFFAAFFFZFZFFZF,189.85,0.0002,975.64
7162,18,AAFFFZFFAAFFZFZFFZFFZFZFFZFZFF,186.86,0.0147,905.41
7163,18,AAFFFZFZFFSFFZFFAAFFFZFZFZFZFFFZF,185.35,0.0012,1030.79
7164,18,AAFFFSFFZFFZFZFZFFFAAFZFFZFFZFFZF,188.89,0.0005,1019.01
7165,18,AAFFFZFZFZFZFFFZFFAAFZFZFFZFFZFFZF,199.03,0.0005,1069.17
7166,18,AAFFFAAFFFZFZFAAFFZFFFZFZFZFZFFZFF,190.93,0.0009,1033.97
7167,18,AAFFFZFZFFZFZFZFFZFFZFFAAFFZFF,184.1,0.0154,904.39
7168,18,AAFFZFFZFZFFZFFZFZFZFFZFZFFFZF,180.02,0.0108,949.16
7169,18,AAFFZFZFFFSFFZFZFFFACAFZFFFZFZFZFFFZF,195.92,0.0001,1176.80
7170,18,AAFFFSFFAAFFZFFFAAFFZFZFZFFZFFZFF,191.42,0.0004,979.55
7171,18,AAFFZFFZFFZFZFZFZFFFZFZFZFFZFF,190.97,0.0133,946.94
7172,18,AAFFFZFZFFAAFFZFFZFFZFZFZFFZFF,185.5,0.0155,900.04
7173,18,ACAFFZFFZFFZFZFFZFZFFZFZFZFFZFFFZF,192.61,0.0001,1078.72
7174,18,AAFFFACAFFFZFZFFFAAFZFFZFFZFZFZFFF,190.46,0.0011,1007.23
7175,18,AAFFFAAFFZFFAAFFFZFFAAFZFZFFFZFZFF,193.44,0.0006,988.97
7176,18,AAFFFZFZFZFFFAAFFZFZFFZFFZFZFF,188.05,0.0091,913.69
7177,18,AAFFFZFZFFZFZFFZFFAAFFZFFZFFZF,184.83,0.0169,901.63
7178,18,AAFFFSFFZFZFZFZFFFZFZFFAAFFZFZFFF,195.63,0.0007,1036.23
7179,18,AAFFFACAFFZFFZFFZFZFFZFZFFAAFFZFFF,186.65,0.0005,995.04
7180,18,AAFFFZFAAFFFZFZFFZFFACAFFFZFFZFZFF,193.19,0.0012,1003.36
7181,18,AAFFFACAFFFZFFZFZFZFFZFFZFAAFFFZFF,196.63,0.0003,998.93
7182,18,AAFFFACAFFFZFFAAFFZFFZFFAAFFZFZFFF,198.59,0.0008,956.02
7183,18,AAFFFZFAAFFFZFZFFZFZFFZFZFFZFF,181.3,0.0223,909.78
7184,18,AAFFFACAFFZFFZFFFACAFFFZFAAFFFZFZFZFFF,197.3,0.0001,1102.06
7185,18,AAFFZFFZFFZFZFZFFZFFZFZFZFFFZF,184.1,0.0155,942.71
7186,18,AAFFFZFFZFZFZFZFFZFFFACAFFFZFZFFZF,186.89,0.0003,1045.69
7187,18,AAFFFZFZFZFFZFFZFZFFZFZFZFFFZF,188.7,0.0173,951.47
7188,18,AAFFFZFFSFFSFFZFZFFZFFZFZFZFFZFF,194.79,0.0004,1018.93
7189,18,AAFFFZFZFFAAFZFFFZFFAAFFZFZFZFFFZF,198.13,0.0003,1033.36
7190,18,AAFFFZFFZFSFFZFZFFZFZFFFAAFFZFZFF,184.1,0.0001,1027.14
7191,18,FFFSFFZFZFFZFZFFZFZFFZFFZFZFZ,181.75,0.0103,950.84
7192,18,AAFFFAAFFFSFFZFFZFAAFFZFFZFFZFZFF,194.76,0.0006,975.62
7193,18,AAFFFZFZFFZFZFFZFZFZFFFZFZFZFF,188.17,0.0131,955.66
7194,18,AAFFFZFAAFFFZFFACAFFFZFFZFZFZFFZFF,191.87,0.0014,1004.94
7195,18,AAFFAAFFFZFZFFZFZFFZFZFFZFZFFF,181.02,0.0092,912.47
7196,18,AAFFZFFFZFZFAAFFZFFZFZFFFZFACAFFFZFFZF,186.6,0.0001,1164.40
7197,18,AAFFFZFAAFFFZFZFFAAFFFZFFSFFSFZFFFZF,199.17,0.0001,1097.39
7198,18,AAFFAAFFFZFZFFFSFZFFAAFFFZFZFZFFF,188.19,0.0005,986.53
7199,18,AAFFFAAFFZFFZFZFFFAAFZFZFFFAAFFFZF,191.37,0.0017,991.48
7200,18,AAFFFAAFFFAAFFFAAFFFAAFZFFZFFZFFZF,193.9,0.0009,942.77
7201,18,AAFFFAAFFFZFZFZFZFFFAAFFZFFFSFZFF,193.76,0.0005,985.78
7202,18,FFFSFZFFZFZFFZFZFFZFFZFZFZFFZ,191.05,0.0066,941.39
7203,18,AAFFZFFZFZFFFACAFFZFFFZFZFAAFZFFFZFFZF,195.77,0.0001,1164.17
7204,18,AAFFFAAFFFAAFFFZFAAFZFFFZFFACAFFFZFFZF,195.6,0.0001,1087.55
7205,18,AAFFFZFZFZFFZFFZFZFZFFFAAFFZFF,193.61,0.0098,907.84
7206,18,AAFFFAAFFFAAFFZFFZFFACAFFFZFFZFZFF,194.15,0.0009,956.72
7207,18,AAFFFZFFZFAAFZFFFZFZFFZFFACAFFZFFFZFZF,197.58,0.0001,1163.43
7208,18,AAFFFZFFAAFFZFFZFZFFZFZFFZFFZF,186.15,0.017,901.84
7209,18,AAFFFZFAAFFZFFFZFAAFFZFFAAFFFZFZFF,198.13,0.0008,985.76
7210,18,FFSFZFFZFFZFZFFZFZFFZFZFFZFFZ,185.28,0.001,907.46
7211,18,AAFFAAFFFZFAAFFFZFFAAFFZFFAAFFZFFF,189.93,0.0014,940.41
7212,18,AAFFAAFFZFFFAAFFZFZFFZFFAAFZFFFZFF,192.52,0.0011,980.31
7213,18,AAFFFAAFFFZFAAFFZFFFAAFFZFZFZFFFZF,194.31,0.0008,992.49
7214,18,AAFFFZFZFFZFFAAFFZFFZFZFFZFFZF,185.89,0.0151,901.60
7215,18,AAFFZFFFACAFFFZFZFFZFFAAFFZFZFFFZF,195.33,0.0011,1002.17
7216,18,AAFFAAFFFZFFAAFZFFZFFFAAFZFFZFZFFF,195.57,0.0014,983.64
7217,18,AAFFFAAFFZFZFFFAAFFZFFZFAAFFZFFFZF,191.3,0.0014,984.93
7218,18,AAFFZFZFFZFFFACAFFFZFZFZFFZFZFFFZF,197.56,0.0004,1047.77
7219,18,AAFFFAAFFFZFFAAFZFZFFZFFZFFZFZFZFF,189.23,0.0003,1025.18
7220,18,AAFFFZFZFFZFZFFAAFFFZFZFFZFZFF,188.71,0.0081,914.59
7221,18,AAFFZFFFASFZFFZFZFFZFFAAFFZFFZFF,187.35,0.0006,948.13
7222,18,AAFFFAAFFZFFZFZFFFAAFZFFAAFFFZFFZF,191.37,0.0009,982.69
7223,18,AAFFAAFFFAAFFFZFZFZFZFFFZFAAFFZFFF,192.92,0.0015,995.76
7224,18,AAFFFZFZFFZFFZFZFZFFAAFFZFFFZFZFZF,188.77,0.0003,1073.65
7225,18,AAFFFAAFFFZFZFZFFFSFFAAFFZFFZFFZF,193.66,0.0006,983.35
7226,18,AAFFFSFFZFFZFZFAAFFFZFFZFZFZFFZFF,203.29,0.0003,1022.24
7227,18,AAFFFAAFFZFFZFFAAFFZFFZFZFFZFF,194.96,0.0215,852.78
7228,18,AAFFZFFZFZFFZFFZFZFZFZFFFZFZFF,185.6,0.0108,948.03
7229,18,AAFFFAAFFFZFZFZFFZFFZFSFFZFFZFFZF,194.32,0.0004,1020.30
7230,18,AAFFFZFFZFAAFFFZFZFFSFFZFFZFZFFZF,194.2,0.0004,1018.18
7231,18,AAFFFZFFZFZFZFFZFZFFZFFZFZFFZF,183.15,0.0074,947.97
7232,18,AAFFFZFZFZFZFFFAAFFZFFFACAFFZFFZFF,191.23,0.0006,1002.08
7233,18,AAFFFAAFFFZFZFZFZFFFSFFZFFAAFFZFF,193.02,0.0005,988.05
7234,18,AAFFFAAFFFAAFFZFFFSZFFFZFZFZFFZFF,194.72,0.0007,986.67
7235,18,AAFFFZFFZFZFFSFFZFFAAFFZFFZFFZFZF,184.88,0.0002,1013.30
7236,18,AAFFAAFFFZFAAFFFZFFZFAAFFZFFZFZFFF,195.01,0.0003,984.06
7237,18,AAFFFZFFZFAAFZFFFZFZFZFFFAAFFZFZFF,200.8,0.0007,1031.61
7238,18,AAFFFZFZFFZFZFFZFFFSZFFZFZFFFZFZF,198.89,0.0001,1076.30
7239,18,AAFFFSFZFFFAAFFZFZFFZFZFFFAAFZFFF,189.87,0.0003,982.93
7240,18,AAFFZFFFZFAAFFZFFZFFAAFZFFFZFZFFZF,196.52,0.0007,1021.93
7241,18,AAFFFAAFFZFFFAAFZFZFFFZFAAFFFZFZFF,202.33,0.0006,992.43
7242,18,AAFFFSZFFFZFZFZFFFZFAAFZFFFZFAAFFFZFF,190.92,0.0001,1153.36
7243,18,AAFFFAAFFFZFZFZFFFAAFZFFZFZFFFZFZF,200.31,0.0005,1038.82
7244,18,FFFSFZFZFFZFFZFZFFZFZFFZFZFFZ,185.19,0.0058,942.45
7245,18,AAFFFAAFFFAAFFZFFZFZFFZFZFFZFF,184.31,0.0151,860.67
7246,18,AAFFFZFFZFFACAFZFFFZFFAAFFZFFAAFFFZFZF,188.45,0.0001,1119.43
7247,18,AAFFAAFFFAAFFZFFFAAFZFFZFFAAFFZFFF,187.88,0.0006,939.43
7248,18,AAFFFZFACAFFFZFFZFZFFZFZFFZFZFZFFF,193.97,0.0003,1049.71
7249,18,AAFFFZFFACAFFFZFFZFAAFFFZFZFFZFZFF,195.16,0.0011,1000.01
7250,18,AAFFFZFFSFFZFZFFZFFAAFZFFFZFZFFZF,201.27,0.0002,1019.43
7251,18,AAFFFAAFFZFFFSFFZFAAFFZFFZFFZFZFF,191.84,0.0006,976.76
7252,18,AAFFFZFZFZFFZFFAAFFFZFZFZFFZFF,186.87,0.0094,907.93
7253,18,AAFFFZFZFFFACAFZFFFZFZFFZFZFFZFZFF,200.79,0.0008,1051.27
7254,18,AAFFFZFZFFFACAFFZFFZFFAAFFFZFZFZFF,192.35,0.001,1004.06
7255,18,AAFFFAAFFFZFZFZFZFFFAAFFFSFFZFZFF,194.48,0.0011,995.87
7256,18,AAFFFSFZFFFAAFFZFZFFFAAFZFFZFFZFF,198.6,0.0001,974.24
7257,18,AAFFAAFFFZFZFFZFFAAFFZFZFFFSFFZFF,187.6,0.0002,980.87
7258,18,AAFFFAAFFZFFFSFFAAFFZFFAAFFFZFZFF,196.11,0.0009,941.82
7259,18,AAFFFZFFAAFFZFFFSFZFFZFZFZFFFZFZF,202.14,0.0001,1021.77
7260,18,AAFFFZFZFFFASFZFFZFZFFZFZFFZFFZF,189.45,0.0009,1010.39
7261,18,AAFFFZFZFFZFZFZFFFZFAAFFZFFZFFFSF,196.06,0.0005,1021.84
7262,18,AAFFFAAFFZFFAAFFFZFZFZFFFACAFFFZFF,187.23,0.0009,964.08
7263,18,AAFFFSFZFFFAAFFZFZFZFFFZFZFZFZFFF,185.23,0.0006,1033.27
7264,18,AAFFFZFAAFFZFFZFZFFFAAFFZFAAFFFZFF,191.75,0.0007,984.34
7265,18,AAFFASFFZFFZFZFFZFZFFZFZFFZFZFFF,187.8,0.0004,1005.00
7266,18,AAFFFAAFFFZFAAFFZFFFAAFZFFFAAFFZFF,196.96,0.0014,945.05
7267,18,AAFFFZFAAFFFZFAAFFFZFFZFAAFFZFFZFF,196.81,0.0008,980.57
7268,18,AAFFFAAFFFZFAAFFFAAFFFZFZFZFZFFFZF,196.28,0.0017,999.55
7269,18,FFFSFZFFZFZFFZFFZFZFZFFZFFZFZ,183.21,0.0063,941.52
7270,18,AAFFFZFZFZFFZFZFFZFZFFFZFACAFFFZFF,193.34,0.0007,1050.82
7271,18,AAFFAAFFFZFFAAFFFSFZFFZFFZFZFZFFF,189.32,0.0002,976.03
7272,18,AAFFFAAFFFZFZFFAAFFZFFFSFZFFZFFZF,189.7,0.0006,974.50
7273,18,AAFFFZFZFZFFFAAFFSFFZFFZFFAAFFZFF,192.28,0.0003,978.20
7274,18,AAFFFZFFAAFFZFFFACAFZFFFZFFAAFZFFFZFZF,200.21,0.0001,1126.92
7275,18,AAFFFAAFFFAAFFFACAFFFZFFZFZFZFFZFF,195.03,0.0018,962.10
7276,18,AAFFFZFAAFFFZFFAAFFZFZFFFAAFZFFFZF,193.55,0.0013,990.94
7277,18,AAFFAAFFFZFFAAFFZFFSFFZFFZFZFZFFF,201.9,0.0005,977.77
7278,18,AAFFZFFZFFACAFFFZFFZFFAAFZFFZFFZFF,193.16,0.0004,983.17
7279,18,AAFFFZFAAFFZFFFZFZFZFZFZFFZFFZFFZF,194.03,0.0002,1069.16
7280,18,AAFFFAAFFZFFFAAFZFFZFZFFFAAFZFFFZF,197.76,0.0005,988.96
7281,18,AAFFFZFFZFFAAFZFFZFFZFZFZFFFZFZFZF,196.84,0.0003,1069.07
7282,18,AAFFFAAFFFZFACAFFFZFZFFZFFZFFAAFZFZFFF,191.28,0.0001,1128.17
7283,18,AAFFFZFFAAFFZFZFFFAAFFZFFSFFZFFZF,187.47,0.0002,975.25
7284,18,AAFFFZFZFFZFFSFFZFFAAFFZFZFFFZFZF,189.49,0.0003,1022.85
7285,18,AAFFAAFFFZFFSFFZFZFFAAFFFZFZFZFFF,190.86,0.0001,986.88
7286,18,AAFFFAAFFFZFAAFFFZFZFZFFFAAFZFFFZF,190.6,0.0017,997.10
7287,18,AAFFFSFFAAFFFZFZFFZFZFZFFZFZFFFZF,187.5,0.0003,1031.78
7288,18,AAFFFZFAAFFFZFZFFFSZFFFZFZFZFFZFF,191.4,0.0005,1030.74
7289,18,AAFFFZFAAFFFZFFZFAAFZFFFZFZFFZFZFF,192.4,0.0004,1028.16
7290,18,AAFFFSFFZFFZFZFZFFAAFFFZFFAAFFZFF,191.78,0.0002,980.05
7291,18,AAFFFZFFAAFFZFZFFZFFZFFACAFFFZFFZF,195.97,0.0004,991.48
7292,18,FFZFFZFFZFZFZFZFFZFFZFFZFZFZFZ,191.62,0.0012,991.92
7293,18,AAFFFAAFFZFFFSFFAAFZFFFZFZFZFFZFF,194.02,0.0008,984.72
7294,18,AAFFFZFZFFZFZFZFFFZFAAFFZFFFSFFZF,191.2,0.0007,1029.62
7295,18,AAFFZFFFACAFFFZFZFFZFZFFFSFZFFZFF,197.33,0.0005,990.76
7296,18,AAFFFZFSFFZFFZFZFFZFFAAFFZFZFFFZF,184.79,0.0003,1022.69
7297,18,AAFFFAAFFZFFZFZFFFSFFAAFFZFZFFFZF,192.66,0.0003,985.78
7298,18,AAFFFAAFFFZFZFFAAFFZFFZFZFFZFFFSF,192.17,0.0004,978.57
7299,18,AAFFFZFZFFZFZFFSFFZFFZFFAAFZFFFZF,184.06,0.0003,1019.72
7300,18,AAFFFZFSFFZFZFFFAAFFZFFAAFFZFFZFF,190.78,0.0007,979.12
7301,18,AAFFFZFFAAFFZFFFSFZFFAAFFFZFZFFZF,193.27,0.0003,975.19
7302,18,AAFFAAFFZFFFAAFFFSFFAAFFZFFAAFFZFFFZF,189.92,0.0001,1059.31
7303,18,AAFFFZFFZFAAFZFFFZFFAAFFZFZFFZFFZF,194.46,0.0007,1019.33
7304,18,AAFFAAFFFSFFZFFZFFACAFFFAAFFFZFZFZFFF,202.74,0.0001,1081.45
7305,18,AAFFAAFFFZFZFFFAAFZFZFFFAAFFZFFZFF,196,0.0003,987.35
7306,18,AAFFFZFFAAFZFFZFFZFZFFFAAFZFZFFFZF,184.51,0.0006,1027.99
7307,18,AAFFFZFAAFFFZFZFFFSFZFFZFZFZFFFZF,199.06,0.0003,1026.99
7308,18,AAFFFAAFFFZFFACAFFFZFZFFZFZFFZFFZF,198.63,0.0013,999.86
7309,18,AAFFFAAFFFZFSFFZFFZFZFFZFZFZFFFZF,187.14,0.0007,1029.60
7310,18,AAFFZFZFFZFFZFZFFFACAFFZFFZFZFFFZF,190.84,0.0009,1040.12
7311,18,AAFFFAAFFZFFAAFFZFFFAAFFZFAAFFFZFF,196.58,0.0008,939.50
7312,18,ACAFFFZFFZFZFZFFZFZFFFSFFZFZFZFFF,192.19,0.0007,1047.05
7313,18,AAFFFZFZFZFFZFFZFFASFZFFZFFZFZFF,193.27,0.0005,995.83
7314,18,AAFFAAFFFZFFSFFAAFFFZFZFZFFZFZFFF,187.92,0.0002,985.72
7315,18,AAFFFZFZFFZFFZFAAFFZFFFSFFZFZFFZF,190.38,0.0006,1020.96
7316,18,AAFFFACAFFFZFFZFFAAFZFFZFFZFZFFZFF,191.44,0.0005,990.88
7317,18,AAFFFZFFZFZFFASFFZFZFZFFFZFAAFFFZFZF,195.99,0.0001,1136.52
7318,18,AAFFZFZFFFZFZFZFFZFZFZFFFSFFZFFZF,189.21,0.0002,1072.32
7319,18,AAFFAAFFFZFFAAFFZFFAAFFFZFAAFFFZFF,188.62,0.0009,940.18
