pore_number,N,Canonical_STRONGs,radius,Canonical_STRONG_radius,barrier_CO2,barrier_N2,barrier_O2
179336,19,AAFAAFFFZFFZFZFZFFFAAFFZFAAFFZFFFAAFFFZF,2.25,225AAFAAFFFZFFZFZFZFFFAAFFZFAAFFZFFFAAFFFZF,3.11,2.02,2.08
179344,19,AAFFFZFACAFFFZFAAFFFZFFZFZFZFFZFAAFFZFFF,2.25,225AAFFFZFACAFFFZFAAFFFZFFZFZFZFFZFAAFFZFFF,3.05,2.01,2.22
179351,19,AAFAAFFZFFFZFZFZFFZFZFFZFAAFFZFFFAAFFFZF,2.14,215AAFAAFFZFFFZFZFZFFZFZFFZFAAFFZFFFAAFFFZF,3.89,2.67,1.92
179362,19,ACAFFFZFFACAFFFZFZFFFZFACAFFFZFZFFZFZFFF,2.44,245ACAFFFZFFACAFFFZFZFFFZFACAFFFZFZFFZFZFFF,3.19,2.33,2.68
179364,19,AAFFFZFFACAFFFZFZFFFZFAAFZFFAAFFFZFFZFZF,2.14,215AAFFFZFFACAFFFZFZFFFZFAAFZFFAAFFFZFFZFZF,4.11,2.88,1.87
179368,19,AAFAAFFFZFFZFZFFZFAAFFFZFFACAFFFZFZFFFZF,2.14,215AAFAAFFFZFFZFZFFZFAAFFFZFFACAFFFZFZFFFZF,6.07,4.91,2.60
179369,19,AAFFFACAFZFFFZFZFFFACAFFZFFFAAFZFFZFZFFF,2.40,240AAFFFACAFZFFFZFZFFFACAFFZFFFAAFZFFZFZFFF,3.27,2.17,2.44
179388,19,AAFFFZFFACAFZFFFZFZFFFACAFFFZFAAFFFZFZFF,2.44,245AAFFFZFFACAFZFFFZFZFFFACAFFFZFAAFFFZFZFF,2.94,2.32,2.56
179398,19,AAFFZFFFZFZFZFAAFZFFFZFZFFFACAFFFZFZFZFF,2.14,215AAFFZFFFZFZFZFAAFZFFFZFZFFFACAFFFZFZFZFF,3.26,1.88,1.87
179402,19,AAFFZFFFZFACAFZFFFZFZFFFACAFFFZFZFZFFZFF,2.25,225AAFFZFFFZFACAFZFFFZFZFFFACAFFFZFZFZFFZFF,3.12,2.01,2.09
179404,19,AAFAAFFFZFZFFFZFAAFZFFZFFZFFACAFFFZFFZFF,2.25,225AAFAAFFFZFZFFFZFAAFZFFZFFZFFACAFFFZFFZFF,3.39,2.15,1.94
179417,19,AAFFFZFZFFFACAFFFZFZFAAFFFZFZFFFZFAAFZFF,2.25,225AAFFFZFZFFFACAFFFZFZFAAFFFZFZFFFZFAAFZFF,3.06,1.95,1.98
179431,19,AAFFFZFZFFFZFAAFZFFZFFAAFZFFFZFFZFAAFFZF,2.25,225AAFFFZFZFFFZFAAFZFFZFFAAFZFFFZFFZFAAFFZF,3.13,2.07,2.31
179436,19,AAFFFACAFZFFFZFZFFFAAFZFFAAFFZFFFAAFZFFF,2.44,245AAFFFACAFZFFFZFZFFFAAFZFFAAFFZFFFAAFZFFF,2.70,2.41,2.48
179437,19,AAFFAAFFFZFFAAFFZFAAFFFZFZFFFZFACAFFZFFF,2.44,245AAFFAAFFFZFFAAFFZFAAFFFZFZFFFZFACAFFZFFF,2.89,2.23,2.49
179439,19,AAFFFAAFFZFAAFFFZFZFFFZFACAFFFZFAAFFFZFF,2.44,245AAFFFAAFFZFAAFFFZFZFFFZFACAFFFZFAAFFFZFF,2.82,2.44,2.54
179442,19,AAFFFAAFFFZFAAFFFZFFACAFZFFFZFZFFFAAFZFF,2.44,245AAFFFAAFFFZFAAFFFZFFACAFZFFFZFZFFFAAFZFF,2.74,2.40,2.48
179447,19,AAFFFZFZFFAAFFZFFFZFACAFZFFFZFZFFFAAFZFF,2.44,245AAFFFZFZFFAAFFZFFFZFACAFZFFFZFZFFFAAFZFF,3.04,2.33,2.62
179448,19,AAFFFZFZFFFZFAAFZFFZFZFZFFZFFFZFAAFZFFZF,2.14,215AAFFFZFZFFFZFAAFZFFZFZFZFFZFFFZFAAFZFFZF,5.22,4.01,2.04
179461,19,AAFFFZFZFFFZFACAFFZFFFACAFFFZFFZFZFZFFZF,2.25,225AAFFFZFZFFFZFACAFFZFFFACAFFFZFFZFZFZFFZF,2.97,1.94,1.99
179476,19,AAFFFACAFFZFFFZFAAFFZFZFFFZFZFAAFZFFFZFF,2.25,225AAFFFACAFFZFFFZFAAFFZFZFFFZFZFAAFZFFFZFF,2.80,1.85,1.91
179480,19,AAFFFACAFFFZFFAAFZFFFAAFFFZFZFAAFZFFFZFF,2.25,225AAFFFACAFFFZFFAAFZFFFAAFFFZFZFAAFZFFFZFF,2.73,1.83,1.92
179483,19,AAFAAFFFZFFZFZFFAAFFZFFFACAFFFAAFFZFFFZF,2.25,225AAFAAFFFZFFZFZFFAAFFZFFFACAFFFAAFFZFFFZF,3.01,1.95,2.03
179508,19,AAFFAAFFFAAFFZFFFZFAAFZFFAAFFZFFFZFAAFFF,2.40,240AAFFAAFFFAAFFZFFFZFAAFZFFAAFFZFFFZFAAFFF,3.09,2.18,2.48
179514,19,AAFAAFFFZFZFFFAAFZFFFAAFFAAFFFAAFFZFFFZF,2.25,225AAFAAFFFZFZFFFAAFZFFFAAFFAAFFFAAFFZFFFZF,3.07,1.98,2.05
179518,19,AAFFFAAFFZFAAFZFFFZFFZFZFZFFZFAAFZFFFZFF,2.14,215AAFFFAAFFZFAAFZFFFZFFZFZFZFFZFAAFZFFFZFF,5.04,3.84,1.92
179523,19,AAFFFAAFFFZFFAAFFZFAAFZFFFZFFAAFFFAAFFZF,2.14,215AAFFFAAFFFZFFAAFFZFAAFZFFFZFFAAFFFAAFFZF,4.39,3.07,1.79
179528,19,AAFFFAAFFZFFFZFAAFZFFAAFFZFFZFFFAAFZFZFF,2.14,215AAFFFAAFFZFFFZFAAFZFFAAFFZFFZFFFAAFZFZFF,4.31,3.05,1.86
179544,19,AAFZFFFZFFZFACAFFFZFFZFFACAFFFZFZFFZFFZF,2.25,225AAFZFFFZFFZFACAFFFZFFZFFACAFFFZFZFFZFFZF,3.41,2.15,2.28
179553,19,AAFZFFFZFFACAFFFZFZFFZFZFFFACAFZFFFZFFZF,2.44,245AAFZFFFZFFACAFFFZFZFFZFZFFFACAFZFFFZFFZF,3.15,2.43,2.71
179554,19,AAFAAFFFZFFZFZFFZFAAFZFFFZFFZFAAFZFFFZFF,2.14,215AAFAAFFFZFFZFZFFZFAAFZFFFZFFZFAAFZFFFZFF,5.52,4.43,2.29
179557,19,AAFFZFFFZFAAFZFFZFFFZFACAFFFZFZFZFFFZFZF,2.25,225AAFFZFFFZFAAFZFFZFFFZFACAFFFZFZFZFFFZFZF,3.06,2.00,2.20
179569,19,AAFAAFFFZFFZFZFZFFFACAFFFZFFAAFZFFZFFFZF,2.25,225AAFAAFFFZFFZFZFZFFFACAFFFZFFAAFZFFZFFFZF,3.26,1.92,1.97
179581,19,AAFFFZFFAAFZFFZFFFZFAAFZFZFZFFFZFFAAFFZF,2.14,215AAFFFZFFAAFZFFZFFFZFAAFZFZFZFFFZFFAAFFZF,4.15,3.07,1.83
179608,19,AAFFFAAFZFFFAAFZFFZFFFZFAAFZFFAAFFZFFFZF,2.40,240AAFFFAAFZFFFAAFZFFZFFFZFAAFZFFAAFFZFFFZF,3.01,2.13,2.42
179630,19,AAFFFZFZFZFZFZFFFZFFAAFZFFFACAFZFFFZFFZF,2.25,225AAFFFZFZFZFZFZFFFZFFAAFZFFFACAFZFFFZFFZF,2.92,1.92,2.12
179634,19,AAFFFZFZFZFFAAFZFFFZFFZFZFZFAAFZFFFZFFZF,2.14,215AAFFFZFZFZFFAAFZFFFZFFZFZFZFAAFZFFFZFFZF,3.52,2.25,1.86
179643,19,AAFFZFFZFFZFAAFZFFFZFFZFZFACAFFFZFFZFFZF,2.25,225AAFFZFFZFFZFAAFZFFFZFFZFZFACAFFFZFFZFFZF,3.10,1.98,2.01
179644,19,AAFFZFFZFFZFAAFZFFFZFFZFZFAAFZFFZFFFZFZF,2.25,225AAFFZFFZFFZFAAFZFFFZFFZFZFAAFZFFZFFFZFZF,2.91,1.89,1.92
179645,19,AAFZFFFZFFZFZFAAFZFFFZFZFFFACAFFZFFZFFZF,2.25,225AAFZFFFZFFZFZFAAFZFFFZFZFFFACAFFZFFZFFZF,3.10,1.88,1.90
179654,19,AAFFFZFFZFAAFZFFFZFFAAFZFZFFZFFFZFAAFZFF,2.25,225AAFFFZFFZFAAFZFFFZFFAAFZFZFFZFFFZFAAFZFF,2.78,1.88,2.06
179658,19,AAFAAFFFZFFZFZFFAAFZFFFZFFAAFZFZFFZFFFZF,2.25,225AAFAAFFFZFFZFZFFAAFZFFFZFFAAFZFZFFZFFFZF,2.92,1.93,2.03
179659,19,AAFFFACAFZFFFZFFZFZFAAFFZFFFZFAAFFZFZFFF,2.40,240AAFFFACAFZFFFZFFZFZFAAFFZFFFZFAAFFZFZFFF,3.07,1.99,2.12
179663,19,AAFFFZFFACAFFFZFFAAFFFZFZFAAFZFFFZFFZFZF,2.25,225AAFFFZFFACAFFFZFFAAFFFZFZFAAFZFFFZFFZFZF,2.96,1.78,1.82
179686,19,AAFFFZFZFZFZFFZFFFZFAAFZFFAAFZFFFZFFZFZF,2.25,225AAFFFZFZFZFZFFZFFFZFAAFZFFAAFZFFFZFFZFZF,3.02,1.98,2.08
179690,19,AAFFFZFZFZFZFFZFFFZFACAFZFFFZFFAAFZFFFZF,2.25,225AAFFFZFZFZFZFFZFFFZFACAFZFFFZFFAAFZFFFZF,2.73,1.82,1.88
179700,19,AAFFZFFZFAAFZFFFZFFZFZFZFFACAFFZFFFZFZFF,2.25,225AAFFZFFZFAAFZFFFZFFZFZFZFFACAFFZFFFZFZFF,3.21,2.07,2.19
179703,19,AAFFZFFZFFFACAFFZFZFZFFZFFFZFACAFFFZFZFF,2.44,245AAFFZFFZFFFACAFFZFZFZFFZFFFZFACAFFFZFZFF,3.23,2.28,2.63
179708,19,AAFFZFZFZFFZFFFZFAAFZFZFFZFFFACAFFZFFFZF,2.25,225AAFFZFZFZFFZFFFZFAAFZFZFFZFFFACAFFZFFFZF,2.96,1.95,2.06
179723,19,AAFFFZFAAFZFFFZFFZFZFZFAAFZFFFZFFZFZFZFF,2.25,225AAFFFZFAAFZFFFZFFZFZFZFAAFZFFFZFFZFZFZFF,3.15,2.04,2.25
179726,19,AAFFFACAFZFFFZFFZFZFZFFAAFFFZFAAFFZFFFZF,2.44,245AAFFFACAFZFFFZFFZFZFZFFAAFFFZFAAFFZFFFZF,2.85,2.38,2.52
179732,19,AAFFZFFZFFFACAFFFZFZFAAFZFFFZFFZFZFZFFZF,2.14,215AAFFZFFZFFFACAFFFZFZFAAFZFFFZFFZFZFZFFZF,3.77,2.53,1.81
179751,19,AAFAAFFZFFZFFFACAFFFZFZFZFFZFZFZFFZFFFZF,2.14,215AAFAAFFZFFZFFFACAFFFZFZFZFFZFZFZFFZFFFZF,3.83,2.61,1.83
179754,19,AAFZFFFZFFZFZFZFFZFZFFACAFFFZFFZFFZFZFZF,2.14,215AAFZFFFZFFZFZFZFFZFZFFACAFFFZFFZFFZFZFZF,4.68,3.44,1.95
179762,19,ACAFFFZFFZFFZFACAFZFFFZFFZFZFZFFZFZFFZFF,2.25,225ACAFFFZFFZFFZFACAFZFFFZFFZFZFZFFZFZFFZFF,3.47,2.09,2.04
179763,19,AAFFZFFZFZFFZFZFZFFZFFFZFACAFZFZFFFZFFZF,2.25,225AAFFZFFZFZFFZFZFZFFZFFFZFACAFZFZFFFZFFZF,3.40,2.07,2.02
179766,19,AAFFACAFFFZFFZFFZFZFFAAFZFFZFZFFZFFZFFZF,2.14,215AAFFACAFFFZFFZFFZFZFFAAFZFFZFZFFZFFZFFZF,6.68,5.49,2.82
179783,19,AAFFAAFFZFFFAAFFZFFFACAFZFFZFZFFZFFZFFZF,2.14,215AAFFAAFFZFFFAAFFZFFFACAFZFFZFZFFZFFZFFZF,4.65,3.28,2.11
179804,19,AAFFAAFFZFFFZFZFFAAFZFFZFAAFFFZFFZFZFFZF,2.14,215AAFFAAFFZFFFZFZFFAAFZFFZFAAFFFZFFZFZFFZF,5.07,3.81,1.88
179805,19,AAFFAAFFZFFFZFZFFAAFZFFZFZFZFFZFFFAAFFZF,2.14,215AAFFAAFFZFFFZFZFFAAFZFFZFZFZFFZFFFAAFFZF,3.36,1.93,1.97
179825,19,AAFFAAFFFZFZFFZFFFACAFZFFZFZFFZFZFFFZFZF,2.14,215AAFFAAFFFZFZFFZFFFACAFZFFZFZFFZFZFFFZFZF,3.91,2.48,2.04
179836,19,AAFFACAFFFZFZFFZFFAAFFFZFZFAAFZFFFZFZFFF,2.25,225AAFFACAFFFZFZFFZFFAAFFFZFZFAAFZFFFZFZFFF,2.99,2.01,2.10
179837,19,AAFFAAFFFZFZFFFZFAAFZFFAAFFZFFFAAFFZFFZF,2.25,225AAFFAAFFFZFZFFFZFAAFZFFAAFFZFFFAAFFZFFZF,3.04,2.14,2.38
179842,19,AAFFAAFFFZFZFFFZFAAFZFFZFZFZFFZFFFAAFFZF,2.14,215AAFFAAFFFZFZFFFZFAAFZFFZFZFZFFZFFFAAFFZF,3.41,1.94,1.98
179863,19,AAFFAAFFFZFFZFFACAFFFZFZFZFZFFFAAFFFZFZF,2.14,215AAFFAAFFFZFFZFFACAFFFZFZFZFZFFFAAFFFZFZF,3.03,1.77,1.80
179872,19,AAFAAFFFZFFAAFFZFFZFZFFFACAFFAAFFFZFFZFF,2.25,225AAFAAFFFZFFAAFFZFFZFZFFFACAFFAAFFFZFFZFF,3.02,2.02,2.09
179901,19,AAFAAFFAAFFFZFFZFFAAFZFFZFZFFAAFFFZFZFFF,2.14,215AAFAAFFAAFFFZFFZFFAAFZFFZFZFFAAFFFZFZFFF,4.35,3.13,1.93
179910,19,AAFFFZFFZFFZFAAFZFFAAFFFZFZFFZFFZFAAFFZF,2.25,225AAFFFZFFZFFZFAAFZFFAAFFFZFZFFZFFZFAAFFZF,3.15,2.22,2.35
179929,19,ACAFFFZFZFFFZFZFZFFACAFFFZFZFFZFFZFZFFZF,2.25,225ACAFFFZFZFFFZFZFZFFACAFFFZFZFFZFFZFZFFZF,3.93,2.25,2.39
179931,19,AAFFFAAFFFACAFZFFZFFFZFZFZFFAAFZFFZFFZFF,2.40,240AAFFFAAFFFACAFZFFZFFFZFZFZFFAAFZFFZFFZFF,2.84,2.12,2.33
179945,19,AAFFFZFFZFZFZFFZFAAFZFFZFFFZFZFZFFAAFZFF,2.14,215AAFFFZFFZFZFZFFZFAAFZFFZFFFZFZFZFFAAFZFF,3.33,1.94,1.98
179955,19,AAFFFZFZFACAFFZFFFZFZFFZFZFFAAFZFFZFFZFF,2.25,225AAFFFZFZFACAFFZFFFZFZFFZFZFFAAFZFFZFFZFF,3.18,2.12,2.18
179958,19,AAFFZFZFFZFZFFFZFFACAFZFFZFZFFZFZFFFZFZF,2.14,215AAFFZFZFFZFZFFFZFFACAFZFFZFZFFZFZFFFZFZF,3.56,1.99,2.04
179959,19,ACAFFFZFZFFZFFZFZFFZFACAFFZFFFZFZFFZFZFF,2.25,225ACAFFFZFZFFZFFZFZFFZFACAFFZFFFZFZFFZFZFF,3.16,2.25,2.39
179965,19,ACAFFFZFZFFZFFZFZFZFFFACCAFFFZFFZFFZFZFF,2.25,225ACAFFFZFZFFZFFZFZFZFFFACCAFFFZFFZFFZFZFF,3.26,2.18,2.32
179968,19,AAFFFZFZFACAFFFZFFZFFZFZFFAAFZFZFFFZFZFF,2.25,225AAFFFZFZFACAFFFZFFZFFZFZFFAAFZFZFFFZFZFF,3.13,2.10,2.28
179972,19,AAFFFZFZFZFFFZFZFAAFFZFZFFZFFZFFFACAFZFF,2.25,225AAFFFZFZFZFFFZFZFAAFFZFZFFZFFZFFFACAFZFF,3.00,2.14,2.39
179978,19,AAFFFZFFZFZFAAFFZFZFFZFFZFFFACAFZFFZFZFF,2.14,215AAFFFZFFZFZFAAFFZFZFFZFFZFFFACAFZFFZFZFF,3.57,2.02,2.05
179980,19,AAFFFACAFFZFZFFZFFZFFFACAFZFFZFZFFZFZFFF,2.40,240AAFFFACAFFZFZFFZFFZFFFACAFZFFZFZFFZFZFFF,3.11,2.27,2.55
179995,19,AAFFFZFFZFZFZFZFFFACAFZFFFZFFZFZFFAAFZFF,2.14,215AAFFFZFFZFZFZFZFFFACAFZFFFZFFZFZFFAAFZFF,3.07,1.88,1.91
180000,19,AAFFFACAFFZFZFFZFFFZFACAFFFZFZFZFFZFZFFF,2.40,240AAFFFACAFFZFZFFZFFFZFACAFFFZFZFZFFZFZFFF,2.96,2.21,2.50
180002,19,AAFAAFFZFFFZFAAFFZFFZFFZFAAFFZFZFFZFFFZF,2.25,225AAFAAFFZFFFZFAAFFZFFZFFZFAAFFZFZFFZFFFZF,2.94,1.98,2.03
180009,19,AAFFFZFZFAAFZFFFZFFZFZFFACAFFFZFZFZFFFZF,2.25,225AAFFFZFZFAAFZFFFZFFZFZFFACAFFFZFZFZFFFZF,2.68,2.06,2.31
180029,19,AAFFFZFFZFZFZFFZFAAFZFFFZFFZFZFFACAFFFZF,2.25,225AAFFFZFFZFZFZFFZFAAFZFFFZFFZFZFFACAFFFZF,2.94,2.11,2.36
180042,19,AAFFZFFFZFACAFFZFFFZFZFFACAFFFZFZFFZFFZF,2.25,225AAFFZFFFZFACAFFZFFFZFZFFACAFFFZFZFFZFFZF,3.34,2.13,2.27
180048,19,AAFFFZFFACAFFZFFFZFZFFAAFZFFAAFFFZFFZFZF,2.14,215AAFFFZFFACAFFZFFFZFZFFAAFZFFAAFFFZFFZFZF,3.75,2.45,1.87
180068,19,AAFFFAAFFFZFZFZFFFACAFFZFZFFFZFFACAFFFZF,2.44,245AAFFFAAFFFZFZFZFFFACAFFZFZFFFZFFACAFFFZF,2.66,2.52,2.52
180070,19,AAFAAFFFZFFZFZFZFFFAAFZFFFACAFFZFFFZFZFF,2.25,225AAFAAFFFZFFZFZFZFFFAAFZFFFACAFFZFFFZFZFF,2.97,1.96,2.04
180074,19,AAFFFZFZFFFAAFFZFAAFFZFZFFFZFFACAFFFZFZF,2.14,215AAFFFZFZFFFAAFFZFAAFFZFZFFFZFFACAFFFZFZF,3.45,2.08,1.81
180078,19,AAFFFZFFZFZFZFZFFFACAFFZFFFZFZFFACAFFFZF,2.25,225AAFFFZFFZFZFZFZFFFACAFFZFFFZFZFFACAFFFZF,2.94,2.01,2.26
180085,19,AAFAAFFZFFFZFZFZFFZFZFZFFFACAFFZFFFZFZFF,2.14,215AAFAAFFZFFFZFZFZFFZFZFZFFFACAFFZFFFZFZFF,3.24,1.95,1.85
180094,19,AAFAAFFFZFFAAFZFFFAAFFFZFZFAAFFZFZFFFZFF,2.25,225AAFAAFFFZFFAAFZFFFAAFFFZFZFAAFFZFZFFFZFF,2.74,1.92,2.15
180095,19,AAFAAFFFZFFAAFZFFFZFZFZFFFACAFFZFZFFFZFF,2.25,225AAFAAFFFZFFAAFZFFFZFZFZFFFACAFFZFZFFFZFF,2.81,1.97,2.21
180096,19,AAFAAFFFZFFAAFFAAFFFZFFZFZFAAFFZFZFFFZFF,2.25,225AAFAAFFFZFFAAFFAAFFFZFFZFZFAAFFZFZFFFZFF,2.90,1.93,2.10
180102,19,AAFFFZFZFAAFFZFZFFFZFFAAFZFZFFFACAFFFZFF,2.25,225AAFFFZFZFAAFFZFZFFFZFFAAFZFZFFFACAFFFZFF,2.93,1.92,1.98
180109,19,AAFFAAFFFZFZFAAFFZFFFZFZFFAAFZFZFZFFFZFF,2.25,225AAFFAAFFFZFZFAAFFZFFFZFZFFAAFZFZFZFFFZFF,3.02,2.02,2.26
180116,19,AAFFZFAAFFZFFFZFZFFAAFZFZFFFZFAAFFZFFFZF,2.25,225AAFFZFAAFFZFFFZFZFFAAFZFZFFFZFAAFFZFFFZF,2.81,2.02,2.28
180126,19,AAFFFAAFFFZFAAFFFZFFACAFFZFZFFFZFFAAFZFF,2.44,245AAFFFAAFFFZFAAFFFZFFACAFFZFZFFFZFFAAFZFF,2.63,2.41,2.46
180133,19,AAFFFAAFFFZFFAAFZFFZFAAFFZFFFZFZFFAAFZFF,2.14,215AAFFFAAFFFZFFAAFZFFZFAAFFZFFFZFZFFAAFZFF,3.24,1.86,1.89
180157,19,AAFFFZFFACAFFZFFFZFACAFFFZFFZFFAAFZFFZFF,2.25,225AAFFFZFFACAFFZFFFZFACAFFFZFFZFFAAFZFFZFF,3.15,2.04,2.15
180168,19,AAFFFZFFACAFFZFFZFFFACAFZFFFZFFAAFZFFZFF,2.25,225AAFFFZFFACAFFZFFZFFFACAFZFFFZFFAAFZFFZFF,3.15,2.05,2.26
180193,19,AAFFFACAFFFZFFZFFAAFZFFZFZFZFFFZFFACAFFF,2.40,240AAFFFACAFFFZFFZFFAAFZFFZFZFZFFFZFFACAFFF,3.15,2.22,2.53
180195,19,AAFFFACAFFFZFFAAFFFZFZFAAFFZFFZFFFACAFFF,2.40,240AAFFFACAFFFZFFAAFFFZFZFAAFFZFFZFFFACAFFF,3.19,2.24,2.57
180196,19,AAFFFACAFFFZFFZFFACAFFFZFZFZFFZFFFACAFFF,2.40,240AAFFFACAFFFZFFZFFACAFFFZFZFZFFZFFFACAFFF,3.23,2.13,2.43
180197,19,AAFFFAAFFFACAFFFZFFZFFAAFZFFAAFFZFFFZFZF,2.40,240AAFFFAAFFFACAFFFZFFZFFAAFZFFAAFFZFFFZFZF,2.89,2.22,2.46
180198,19,AAFFFAAFFFACAFFFZFFZFFACAFFFZFAAFFFZFFZF,2.40,240AAFFFAAFFFACAFFFZFFZFFACAFFFZFAAFFFZFFZF,2.84,2.11,2.38
180205,19,AAFAAFFZFFFZFZFZFFAAFFFAAFFFACAFFFZFFZFF,2.40,240AAFAAFFZFFFZFZFZFFAAFFFAAFFFACAFFFZFFZFF,3.15,2.25,2.56
180208,19,AAFFZFFZFAAFFZFFZFFFACAFFFZFAAFZFFZFFFZF,2.25,225AAFFZFFZFAAFFZFFZFFFACAFFFZFAAFZFFZFFFZF,3.02,2.00,2.21
180213,19,AAFFFACAFFZFFZFFFACAFFFZFAAFFZFFFAAFZFFF,2.44,245AAFFFACAFFZFFZFFFACAFFFZFAAFFZFFFAAFZFFF,2.58,2.37,2.39
180217,19,AAFAAFFFZFFAAFFFAAFFFAAFZFFFACAFFFZFFZFF,2.40,240AAFAAFFFZFFAAFFFAAFFFAAFZFFFACAFFFZFFZFF,2.86,2.12,2.36
180219,19,AAFFFAAFFFZFAAFFFZFFACAFFZFFZFFFACAFFFZF,2.44,245AAFFFAAFFFZFAAFFFZFFACAFFZFFZFFFACAFFFZF,2.57,2.36,2.38
180222,19,AAFFFACAFFZFFZFFFACAFFFZFAAFFFZFAAFFFZFF,2.44,245AAFFFACAFFZFFZFFFACAFFFZFAAFFFZFAAFFFZFF,2.68,2.38,2.44
180229,19,AAFFFAAFFFZFFAAFFZFAAFFZFFZFFFACAFFFZFZF,2.14,215AAFFFAAFFFZFFAAFFZFAAFFZFFZFFFACAFFFZFZF,3.34,1.94,1.80
180230,19,AAFFFZFZFFFAAFZFFFACAFFZFFZFFFACAFFFZFZF,2.25,225AAFFFZFZFFFAAFZFFFACAFFZFFZFFFACAFFFZFZF,2.91,1.91,2.01
180238,19,AAFAAFFZFFFZFAAFFFZFZFZFZFFFACAFFFZFFZFF,2.14,215AAFAAFFZFFFZFAAFFFZFZFZFZFFFACAFFFZFFZFF,2.82,1.76,1.78
180243,19,AAFFFACAFFZFFZFFFACAFFFZFZFZFFAAFFZFFFZF,2.40,240AAFFFACAFFZFFZFFFACAFFFZFZFZFFAAFFZFFFZF,2.94,2.10,2.37
180247,19,AAFFZFFZFFFACCAFFZFFZFFFACAFFFZFZFZFFZFF,2.25,225AAFFZFFZFFFACCAFFZFFZFFFACAFFFZFZFZFFZFF,3.17,2.02,2.09
180254,19,AAFAAFFFZFFZFFAAFZFFZFFZFFACAFFZFFFZFZFF,2.25,225AAFAAFFFZFFZFFAAFZFFZFFZFFACAFFZFFFZFZFF,3.07,1.96,1.98
180263,19,AAFAAFFFZFFZFFAAFAAFFFZFFZFZFFAAFZFFFZFF,2.25,225AAFAAFFFZFFZFFAAFAAFFFZFFZFZFFAAFZFFFZFF,3.01,1.97,2.12
180264,19,AAFAAFFFZFFZFFACAFFFAAFFFZFZFFAAFZFFFZFF,2.40,240AAFAAFFFZFFZFFACAFFFAAFFFZFZFFAAFZFFFZFF,3.07,2.06,2.32
180267,19,AAFAAFFFZFFACAFFFZFZFFFAAFFZFAAFFZFFZFFF,2.25,225AAFAAFFFZFFACAFFFZFZFFFAAFFZFAAFFZFFZFFF,2.92,1.87,1.87
180268,19,AAFAAFFFZFFACAFFFZFFAAFFFZFZFAAFFZFFZFFF,2.25,225AAFAAFFFZFFACAFFFZFFAAFFFZFZFAAFFZFFZFFF,2.84,1.82,1.83
180272,19,AAFAAFFFZFFAAFFFZFAAFFZFFFAAFAAFFFZFFZFF,2.25,225AAFAAFFFZFFAAFFFZFAAFFZFFFAAFAAFFFZFFZFF,2.95,1.95,2.17
180276,19,AAFAAFFFZFFAAFFAAFFFZFZFFFAAFAAFFZFFZFFF,2.25,225AAFAAFFFZFFAAFFAAFFFZFZFFFAAFAAFFZFFZFFF,3.04,1.99,2.19
180280,19,AAFFFZFFZFFAAFZFFZFAAFFFZFFZFFACAFFFZFZF,2.25,225AAFFFZFFZFFAAFZFFZFAAFFFZFFZFFACAFFFZFZF,3.10,2.03,2.25
180286,19,AAFAAFFFZFFAAFFZFFFACAFFFZFZFAAFFFZFFZFF,2.25,225AAFAAFFFZFFAAFFZFFFACAFFFZFZFAAFFFZFFZFF,3.13,1.99,2.06
180295,19,AAFFAAFFFZFZFAAFFFZFFZFFAAFZFZFZFFZFFFZF,2.25,225AAFFAAFFFZFZFAAFFFZFFZFFAAFZFZFZFFZFFFZF,3.04,2.01,2.24
180320,19,AAFFFACAFFFZFFZFFAAFFZFAAFFZFFZFFFAAFZFF,2.40,240AAFFFACAFFFZFFZFFAAFFZFAAFFZFFZFFFAAFZFF,3.20,2.19,2.47
180324,19,AAFAAFFZFFFZFAAFFFAAFFFAAFFZFAAFFFZFFZFF,2.40,240AAFAAFFZFFFZFAAFFFAAFFFAAFFZFAAFFFZFFZFF,2.97,2.20,2.50
180327,19,AAFFFZFAAFFZFFZFFFAAFZFAAFFZFFZFFFAAFZFF,2.25,225AAFFFZFAAFFZFFZFFFAAFZFAAFFZFFZFFFAAFZFF,3.15,2.04,2.15
180329,19,AAFFFACAFFZFFZFFFAAFZFFAAFFFZFAAFFZFFFZF,2.44,245AAFFFACAFFZFFZFFFAAFZFFAAFFFZFAAFFZFFFZF,2.76,2.47,2.51
180331,19,AAFFFZFFZFFACAFZFFZFFFZFAAFFZFZFFFAAFFZF,2.44,245AAFFFZFFZFFACAFZFFZFFFZFAAFFZFZFFFAAFFZF,2.98,2.34,2.57
180332,19,AAFFFZFFZFFACCAFFFZFFZFFAAFFZFZFFFAAFFZF,2.44,245AAFFFZFFZFFACCAFFFZFFZFFAAFFZFZFFFAAFFZF,3.21,2.35,2.70
180357,19,AAFFFZFFZFFAAFZFAAFFZFFFZFZFFAAFFZFZFFZF,2.14,215AAFFFZFFZFFAAFZFAAFFZFFFZFZFFAAFFZFZFFZF,3.46,2.04,1.98
180358,19,AAFFFZFFZFFACAFFFACAFFFZFFZFFAAFFZFZFFZF,2.40,240AAFFFZFFZFFACAFFFACAFFFZFFZFFAAFFZFZFFZF,3.23,2.12,2.35
180359,19,AAFFFZFFZFFACAFZFFZFFZFFFACAFFZFFZFZFFZF,2.25,225AAFFFZFFZFFACAFZFFZFFZFFFACAFFZFFZFZFFZF,3.25,2.09,2.14
